도서명,저자,출판사,출판년도,청구기호,등록번호
맛있는 지중해식 레시피 : 한국인 맞춤형 세계 최고의 저속노화 건강 식단,김형미 외 공 저,비타북스/2024세종도서,2024,594.54,HBML04196
말 잘하는 아이가 똑똑하다,"대한소아청소년과학회 발달위원회,김영훈,김성구,문진화,박세근,엄소용,엄태훈,이선경,임병찬,정희정",아침사과 :범문에듀케이션/2024세종도서,2024,598.1,HBML04197
당신의 언어 나이는 몇 살입니까?  : 말과 글의 노화를 막기 위한 언어병리학자의 조언,이미숙 지음,남해의봄날/2024세종도서,2023,512.516,HBML04198
결국 해내는 아이는 정서 지능이 다릅니다  : 지금 전 세계가 주목하는 새로운 사회정서 교육법,김소연 지음,Whale Books(웨일북)/2024세종도서,2023,598.1,HBML04199
우리 집 퀴어,이은지 지음,학이시습/2024세종도서,2023,334.226,HBML04200
"웹툰,  시대를 읽다",서은영,역락/2024세종도서,2024,657.3,HBML04201
정의로운 도시  : 우리가 살고 있는 도시는 정의로운가?,"수전 S. 페인스타인 지음,박인권 옮김",서울대학교출판문화원/2024세종도서,2023,331.47,HBML04202
근대 한국 지식인의 여정  : 보편원리와 새로운 윤리의 모색,이혜경 지음,서울대학교출판문화원/2024세종도서,2024,190.10911,HBML04203
"화장실 전쟁,전자자료  : 가장 사적이면서도 공적인 공간에서 펼쳐진 특권,  계급,  젠더,  불평등의 정치","알렉산더 K. 데이비스 지음,조고은 옮김",위즈덤하우스/2024세종도서,2024,337,HBML04204
"로봇과 AI의 인류학  : 절멸불안을 통해 본 인간,  기술,  문화의 맞물림","캐슬린 리처드슨 지음,박충환 옮김",눌민/2024세종도서,2023,559.962,HBML04205
"황금,  불멸의 아름다움  : 유라시아에서 한반도까지,  고고학으로 본 황금 문화의 탄생과 교류",강인욱 지음,서해문집/2024세종도서,2024,910,HBML04206
법철학자로서의 칸트,"라이너 차칙 지음,손미숙 옮김",박영사/2024세종도서,2024,360.1,HBML04207
'영예'로운 패전  : 일제 침략군의 한반도 전쟁기지화와 상처받지 않은 패전,조건,선인/2024세종도서,2023,911.06,HBML04208
"설명을 위한,  한국어 문법",문숙영 지음,집문당/2024세종도서,2023,715,HBML04209
"(과학을 기반으로 살펴보는) 초미세먼지,  기후변화 그리고 탄소중립  : 우리는 왜 세 문제를 함께 생각해야 하는가?",송철한 저,씨아이알/2024세종도서,2024,539.9,HBML04210
(시니어 건강을 위한) 운동 지침서,"Danielle R. Bouchard,옮긴이: 김경희,김종근,최대민,추연경",한미의학/2024세종도서,2023,517.376,HBML04211
"사후 세계를 여행하는 모험가를 위한 안내서,전자자료  : 천국과 지옥 그리고 연옥까지,  인류가 상상한 온갖 저세상 이야기","켄 제닝스 지음,고현석 옮김",세종 :세종서적/2024세종도서,2023,211.6,HBML04212
"그래서 우리는 음악을 듣는다,전자자료 : 지브리 음악감독과 뇌과학자의 이토록 감각적인 대화","히사이시 조,요로 다케시 공지음,이정미 옮김",현익 :유엑스리뷰 출판그룹 :북틀제작/2024세종도서,2024,670.4,HBML04213
"그림책,  사춘기 마음을 부탁해  : 청소년의 마음을 단단하게 해 주는 쓰담쓰담 그림책 상담실","남기숙 지음,조고은 일러스트",상도북스/2024세종도서,2024,183,HBML04214
나뭇잎과 스탬프  : 나와 자연을 잇는 손의 놀이,한수정 지음,가지/2024세종도서,2023,628,HBML04215
사찰에 가면 문득 보이는 것들  : 사찰 속 흔하고 오래된 것들의 놀라운 역사,노승대 지음,불광출판사/2024세종도서,2023,226.911,HBML04216
미디어 인공지능  : 영상 분야의 딥러닝 활용을 중심으로,박대민 지음,율곡출판사/2024세종도서,2024,004.73,HBML04217
유아의 마음이론과 그림책 세계,박선희,한국방송통신대학교출판문화원(에피스테메)/2024세종도서,2024,375.1,HBML04218
고구려 유민 이정기 일가의 번진사藩鎭史,정병준 지음,동국대학교출판부/2024세종도서,2024,912.038,HBML04219
시학,"아리스토텔레스 지음,이상인 옮김",길/2024세종도서,2023,802.1,HBML04220
ChatGPT 업무·비즈니스 활용 전략,정종기 지음,형설elife :형설이엠제이/2024세종도서,2024,004.73,HBML04221
고령사회의 법적 과제,"전종익,김도균,정긍식,강광문,이동진,이계정",박영사/2024세종도서,2023,334.6,HBML04222
"개념전쟁  : 아시아에서 인도-태평양까지,  강대국의 공간 지배 전략과 한국의 선택",손열 지음,EAI/2024세종도서,2023,349.11,HBML04223
"위험한 책읽기  : '문학소녀'에서 페미니스트까지,  한국 여성 독서문화사",허윤 지음,책과함께/2024세종도서,2023,810.906,HBML04224
삼성의 팀장은 왜 강한가  : 팀장으로 글로벌 핵인싸 되기!,임채훈 지음,북오션/2024세종도서,2024,325.24,HBML04225
"요즘 AI 페어 프로그래밍,전자자료",서지연 지음,Golden Rabbit :골든래빗/2024세종도서,2024,004.73,HBML04226
"다문화시민교육  = ,Education for multicultural citizenship  : 세계시민을 위한 교육적 탐색","이해주,이로미 지음",에피스테메 :한국방송통신대학교출판문화원/2024세종도서,2024,379.3,HBML04227
언어에도 빛이 있다면  : 한센병 의학지식과 계몽운동의 교차점에서 미디어,언어,전남대학교출판문화원/2024세종도서,2023,701.013,HBML04228
"공공디자인으로 안전만들기  = ,Safety by public design","장주영,권영재,이현성,신재령,이영재,권성은,김세련,김상아,김경은,강영진,표승화,최서윤,홍태의,심윤서,주하나,김성훈",美세움/2024세종도서,2024,539.7,HBML04229
"드라마를 읽는 세 가지 키워드  : 포스트휴먼,  신자유주의,  그리고 징후(徵候)","박명진,김강원,김민영,강성애 지음",박이정/2024세종도서,2023,687.731,HBML04230
"춤,  언어의 춤  : 노영재 춤 평론집",노영재 지음,현북스/2024세종도서,2023,685.09,HBML04231
"조경계획론  = ,Landscape planning",김진오,문운당/2024세종도서,2024,525.91,HBML04232
노인을 위한 의학은 있다  : 고령자진료의 바이블,"히구치 마사야,우에무라 타케시, 김성혁",군자출판사/2024세종도서,2024,516.98,HBML04233
영웅소설의 활용과 게임 스토리텔링,안기수 지음,보고사/2024세종도서,2023,813.509,HBML04234
글로벌 한국학의 현황과 발전 방향  : 정체성의 정치와 공공외교의 한국학,"이진영,고상두,김성진,송석원,이윤경,이은정,김영미,김희연,신성철,최경희,김금현,류승완,박룡,성동기,나동규",북코리아/2024세종도서,2024,911,HBML04235
내 코드가 그렇게 이상한가요?  : 좋은 코드,나쁜 코드로 배우는 설계 입문,인사이트/2024세종도서,2023,005.133,HBML04236
지봉 이수광이 바라본 세계  : 『지봉유설』의 외국을 중심으로,"이수광 지음,박세욱 주해",영남대학교출판부/2024세종도서,2024,911.055,HBML04237
(누구나 쉽게 배우는) 딥러닝 스타트,박동규,Infinitybooks(인피니티북스)/2024세종도서,2023,004.73,HBML04238
(생성형 AI를 활용한) 인공지능 아트  : 인공지능과 예술의 융합,"김애영,김진희,유재민,전재은,정의선,류승택,임익수,조재춘 지음",길벗캠퍼스 :길벗/2024세종도서,2023,004.73,HBML04239
"교육,  오늘을 넘어 미래료 : 현대 교육의 이해 및 미래 전망",최재정 지음,Ethika:에티카/2024세종도서,2023,370.109,HBML04240
경제원조,류상윤,해남/2024세종도서,2024,322.8311,HBML04241
내러티브상담,"고미영,고정은,권희영,김민화,김사라,김유숙,김은영,김혜경,박숙현,빈미향,신영화,안미옥,이경욱,이선혜,이은주,최지원,한석준,허남순 공저,한국내러티브상담학회 편저",학지사/2024세종도서,2025,186.3,HBML04242
(한눈에 보이는) 인공지능 수학 그림책,"한선관,정기민 공지음",성안당/2024세종도서,2023,004.73,HBML04243
"(영화와 함께하는) 긍정심리와 인간관계  = ,The positive psychological impact and human relationships through movies","김순향,이재형 공저",양성원/2024세종도서,2024,189.1,HBML04244
AI가 바꾸는 학교 수업 챗GPT 교육 활용  : 선생님과 학부모를 위한 AI 교육 가이드북,"오창근,장윤제 지음",BM성안당/2024세종도서,2024,373.33,HBML04245
생각하는 수학 수업  : 수학 수업을 위한 14가지 실천사항,"Peter Liljedahl 지음,박성선 옮김",경문사/2024세종도서,2024,374.4102,HBML04246
미래 지향 유아교육과 디지털 활용,조성웅 저,어가/2024세종도서,2024,375.1333,HBML04247
몬테소리 교육의 이론과 실제,문창숙 지음,창지사/2024세종도서,2024,375.1,HBML04248
법 이야기,오호택,동방문화사/2024세종도서,2024,360,HBML04249
(한 권으로 끝내는) 코딩테스트  : with 파이썬  : 네카라쿠배 취업을 위한 완벽 가이드,윤성환 지음,상상아카데미/2024세종도서,2023,005.133,HBML04250
"디지털 교육의 이해  = ,Understanding of digital education","정제영,계보경,김갑수,박보람,박휴용,전우천,정영식,조헌국,최숙영,하민수",박영story :피와이메이트/2024세종도서,2024,373.33,HBML04251
"코딩 테스트 합격자 되기, ,자바 편",김희성 지음,골든래빗/2024세종도서,2024,004.73,HBML04252
(기초에서 응용까지) 대화형 GPT(생성 AI),강건욱 지음,지식의숲/2024세종도서,2023,004.73,HBML04253
"파리 도시건축의 역사  = ,A history of the urban architecture of Paris  : 중세와 고전의 시대",임석재 지음,이화여자대학교출판문화원/2024세종도서,2023,540.0926,HBML04254
마음의 기술,"안-엘렌 클레르,뱅상 트리부 공 지음,구영옥 옮김",상상스퀘어,2025,181.3,HBML04255
채소 과일식 레시피,조승우 지음,서사원,2025,594.5535,HBML04256
삶이라는 완벽한 농담 : 이경규 에세이,이경규 지음,쌤앤파커스,2025,818,HBML04257
(5천년 역사가 단숨에 이해되는) 최소한의 한국사,최태성 지음,프런트페이지,2024,911,HBML04258
큰글자책(한의사 황인태의)시편을 외우면 치매가 예방된다,황인태 지음,시루,2022,513.898,HBML04259
"(성적 초격차를 만드는)독서력 수업 : 읽고,  쓰고,  생각하는 공부머리 초등에서 완성하라",김수미 지음,빅피시,2025,029.8,HBML04260
(2500년 동안 사랑받은)초역 부처의 말 : 행복으로 가는 길은 없다 행복이 곧 길이다,"코이케 류노스케 지음,박재현 옮김",포레스트북스:콘텐츠그룹 포레스트,2025,224.3,HBML04261
큰글자책 (이은아 박사의)치매를 부탁해,이은아 지음,이덴슬리벨:비전비엔피,2024,513.898,HBML04262
치매예방을 위한 영양과 식단,장미경 지음,예감,2018,594.65,HBML04263
늙어도 늙지 않는 법 : &apos;나이 탓&apos;이라 여기며 건강을 놓치고 있는 당신에게 : 분당서울대학교병원 노인의료센터장 김광일 교수의 한 살이라도 젊을 때 보는 노년관리법,김광일 지음,김영사,2021,517.376,HBML04264
대불호텔의 유령  : 강화길 장편소설,강화길,문학동네,2021,813.7,HBML04265
너의 유토피아  : 정보라 소설집,정보라 지음,래빗홀,2025,813.7,HBML04266
그럼에도 개를 키우려는 당신에게,강형욱,혜다,2025,527.4186,HBML04267
모두 다 꽃이야,"류형선 글,이명애 그림",풀빛,2015,811.8,HBML04268
소년이 온다  : 한강 장편소설,한강 지음,창비,2013,813.7,HBML04269
"바람이 분다,  가라 : 한강 장편소설",한강 지음,문학과지성사,2017,813.7,HBML04270
눈물상자,"한강 글,봄로야 그림",문학동네,2016,813.7,HBML04271
흰 : 한강 소설,한강 지음,문학동네,2023,813.7,HBML04272
희랍어 시간 : 한강 장편소설,한강 지음,문학동네,2020,813.7,HBML04273
한강 : 디 에센셜,한강 지음,문학동네,2023,810.81,HBML04274
서랍에 저녁을 넣어 두었다  : 한강 시집,한강 지음,문학과지성사,2019,811.7,HBML04275
천둥 꼬마 선녀 번개 꼬마 선녀,"한강 글,진선미 그림",문학동네,2015,813.8,HBML04276
"회복하는 인간  = ,Convalescence","한강,옮긴이: 전승희",아시아,2013,813.7,HBML04277
실내식물 죽이지 않고 잘 키우는 방법,"베로니카 피어리스 지음,신혜규 옮김",리스컴,2022,525.765,HBML04278
관엽식물 퍼펙트북,"스기야마 다쿠미 지음,김현정 옮김",그린홈 :Green Home,2025,525.78,HBML04279
화초 기르기를 시작하다  : 초보자를 위한 꼼꼼 가이드북,전영은 지음,하서출판사,2013,525.7,HBML04280
(사진으로 배우는) 분재의 기술,"Tokizaki Atsushi 감수,유병국 번역",그린홈,2020,525.79,HBML04281
평생간직하고픈필사시(큰글자책),백석외,북카라반,,811.7,HBML04282
누구나 홈 베이킹 by J'ADORE : 구움과자편,김자은(자도르) 지음,지식오름,2024,594.71,HBML04283
"누구나 홈 베이킹 by J'ADORE, ,케이크편",김자은(자도르) 지음,지식오름,2023,594.71,HBML04284
(땅끝마을 임선생의) 건강한 매일 반찬,임승정 지음,책밥,2025,594.51,HBML04285
베르베르의 가장 건강한 하루 : 스무디부터 라이프스타일까지,박정현(베르베르)지음,한빛라이프,2025,517.3,HBML04286
당뇨 잡는 사계절 저당 식단&도시락  : 맛있는 일상의 저당식으로 당뇨 남편과 온 가족 건강 지킨 영양사 주부의 실전 노하우,"임재영 지음,사진: 박형인",레시피팩토리,2024,594.672,HBML04287
"만성염증과 독소 잡는 쿡언니네 채소 항염식 : 매일 먹는 흔한 채소의 놀라운 힘,  오늘 당장 염증 탈출 레시피 86가지",이재연 지음,레시피팩토리,2025,594.5,HBML04288
"기적의 항암 식단 : 전이,  재발을 막는 건강 식단","김훈하,김정은 지음",경향BP,2025,594.6,HBML04289
"(잘 먹으면 약이 되는)면역 밥상 큰글자도서,큰글자도서",김동석 지음,상상출판,2021,594.68,HBML04290
치매 전문의도 실천하는 치매 예방법  : 9가지 치매 원인을 이기는 하루하루 생활 습관,"엔도 히데토시 지음,장은주 옮김",현대지성,2021,513.898,HBML04291
오늘이 내 인생의 봄날입니다  : 큰글자도서,"16명의 우리 할머니 지음,충청남도교육청평생교육원 기획",리더스원,2020,818,HBML04292
"김소월 시집 컬러 일러스트,큰글자도서",김소월 지음,북카라반,2024,811.6,HBML04293
(마음의 위로가 되는) 한국의 명시 43 : 큰글자도서,김소월 외,스토리팜,2024,811.6,HBML04294
그림 그리는 할머니 김두엽입니다  : 큰글자도서,김두엽 지음,북로그컴퍼니,2022,818,HBML04295
